ID,per,age,OR,DES,Tstarta,Tstopa
2108,1968.331,0,H,A,0,18.333
2108,1986.666,18.335,A,cens,18.333,30
2111,1967.162,0,H,C,0,20.833
2111,1988,20.838,C,M,20.833,24.25
2111,1991.414,24.252,M,K,24.25,28.167
2111,1995.329,28.167,K,cens,28.167,31.083
2116,1960.249,0,H,M,0,17.833
2116,1978.085,17.836,M,K,17.833,18.833
2116,1979.085,18.836,K,cens,18.833,38
2125,1947.085,0,H,M,0,21.833
2125,1968.915,21.83,M,K,21.833,23.167
2125,1970.247,23.162,K,cens,23.167,51.167
2150,1973.666,0,H,C,0,22.25
2150,1995.915,22.249,C,cens,22.25,24.667
2153,1973.581,0,H,A,0,22.25
2153,1995.833,22.252,A,C,22.25,23.167
2153,1996.749,23.168,C,A,23.167,23.333
2153,1996.915,23.334,A,cens,23.333,24.75
2157,1946.833,0,H,A,0,17.417
2157,1964.249,17.416,A,M,17.417,21.417
2157,1968.249,21.416,M,K,21.417,22.583
2157,1969.414,22.581,K,cens,22.583,51.417
2158,1953.414,0,H,M,0,19.583
2158,1973,19.586,M,K,19.583,23.333
2158,1976.749,23.335,K,cens,23.333,44.833
2181,1977.496,0,H,cens,0,20.75
2185,1978.833,0,H,cens,0,19.583
2188,1970.833,0,H,M,0,17.75
2188,1988.582,17.749,M,K,17.75,20.917
2188,1991.748,20.915,K,cens,20.917,27.333
2205,1952.497,0,H,A,0,19.083
2205,1971.581,19.084,A,M,19.083,21.417
2205,1973.915,21.418,M,K,21.417,24.333
2205,1976.833,24.336,K,cens,24.333,45.75
2215,1958.496,0,H,M,0,19.333
2215,1977.833,19.337,M,K,19.333,23.5
2215,1982,23.504,K,cens,23.5,39.917
2243,1963.666,0,H,A,0,19.083
2243,1982.748,19.082,A,M,19.083,21.333
2243,1985,21.334,M,K,21.333,24.5
2243,1988.164,24.498,K,cens,24.5,34.75
2246,1970.414,0,H,C,0,21.667
2246,1992.085,21.671,C,M,21.667,24.833
2246,1995.247,24.833,M,K,24.833,27.5
2246,1997.915,27.501,K,cens,27.5,28
2263,1960.085,0,H,A,0,20.333
2263,1980.415,20.331,A,M,20.333,22.333
2263,1982.414,22.329,M,K,22.333,28
2263,1988.085,28,K,cens,28,38.25
2265,1962.581,0,H,C,0,19
2265,1981.581,19,C,M,19,31
2265,1993.581,31,M,K,31,31.167
2265,1993.748,31.167,K,cens,31.167,35.583
2292,1958.833,0,H,C,0,26.583
2292,1985.414,26.581,C,K,26.583,30.583
2292,1989.414,30.581,K,cens,30.583,39.583
2300,1960.331,0,H,A,0,25.083
2300,1985.414,25.083,A,C,25.083,26.083
2300,1986.414,26.083,C,cens,26.083,38
2309,1965.748,0,H,M,0,21.917
2309,1987.666,21.918,M,K,21.917,23.833
2309,1989.581,23.833,K,cens,23.833,32.667
2319,1957.162,0,H,C,0,22.5
2319,1979.666,22.504,C,A,22.5,28.083
2319,1985.247,28.085,A,C,28.083,30.75
2319,1987.915,30.753,C,M,30.75,33.333
2319,1990.496,33.334,M,K,33.333,33.5
2319,1990.666,33.504,K,cens,33.5,41
2320,1962.496,0,H,A,0,24.917
2320,1987.414,24.918,A,C,24.917,25.917
2320,1988.415,25.919,C,A,25.917,30.917
2320,1993.414,30.918,A,C,30.917,32
2320,1994.496,32,C,M,32,34.167
2320,1996.667,34.171,M,cens,34.167,35.667
2321,1955.496,0,H,A,0,26.083
2321,1981.581,26.085,A,cens,26.083,42.667
2339,1954.414,0,H,A,0,20.25
2339,1974.666,20.252,A,M,20.25,22.917
2339,1977.329,22.915,M,K,22.917,26.583
2339,1981,26.586,K,cens,26.583,43.917
2352,1959,0,H,A,0,19.667
2352,1978.666,19.666,A,C,19.667,21.917
2352,1980.915,21.915,C,M,21.917,24.833
2352,1983.833,24.833,M,K,24.833,29.333
2352,1988.331,29.331,K,cens,29.333,39.25
2362,1945.666,0,H,M,0,18.917
2362,1964.582,18.916,M,K,18.917,19.333
2362,1965,19.334,K,cens,19.333,52.75
2370,1949.666,0,H,M,0,19.917
2370,1969.581,19.915,M,K,19.917,20.917
2370,1970.581,20.915,K,cens,20.917,48.667
2390,1969.247,0,H,C,0,24.833
2390,1994.085,24.838,C,K,24.833,25.417
2390,1994.666,25.419,K,cens,25.417,29.167
2408,1961.414,0,H,A,0,15.167
2408,1976.582,15.168,A,C,15.167,24.583
2408,1986,24.586,C,M,24.583,26.167
2408,1987.581,26.167,M,K,26.167,28.083
2408,1989.496,28.082,K,cens,28.083,36.75
2422,1949.581,0,H,A,0,22
2422,1971.581,22,A,C,22,26.917
2422,1976.497,26.916,C,A,26.917,29.833
2422,1979.414,29.833,A,C,29.833,31.667
2422,1981.247,31.666,C,M,31.667,35.667
2422,1985.247,35.666,M,K,35.667,37.083
2422,1986.666,37.085,K,cens,37.083,48.583
2431,1953.162,0,H,M,0,20.75
2431,1973.915,20.753,M,K,20.75,25.083
2431,1978.247,25.085,K,cens,25.083,45.25
2432,1963.915,0,H,M,0,20.5
2432,1984.415,20.5,M,K,20.5,24.5
2432,1988.415,24.5,K,cens,24.5,34.333
2444,1955.162,0,H,M,0,20.167
2444,1975.329,20.167,M,K,20.167,21.583
2444,1976.749,21.587,K,cens,21.583,43.167
2463,1961.085,0,H,A,0,18.417
2463,1979.496,18.411,A,C,18.417,19.5
2463,1980.582,19.497,C,M,19.5,21.75
2463,1982.833,21.748,M,K,21.75,24.167
2463,1985.247,24.162,K,cens,24.167,37.083
2490,1962.581,0,H,A,0,18.167
2490,1980.749,18.168,A,M,18.167,22.75
2490,1985.329,22.748,M,K,22.75,27.667
2490,1990.247,27.666,K,cens,27.667,35.667
2500,1977.496,0,H,cens,0,20.75
2507,1965.581,0,H,C,0,17.833
2507,1983.414,17.833,C,M,17.833,18.417
2507,1984,18.419,M,K,18.417,19
2507,1984.582,19.001,K,cens,19,32.75
2523,1956.582,0,H,M,0,20.333
2523,1976.915,20.333,M,K,20.333,23.167
2523,1979.748,23.166,K,cens,23.167,41.583
2554,1954.666,0,H,M,0,21.917
2554,1976.582,21.916,M,K,21.917,25.667
2554,1980.331,25.665,K,cens,25.667,43.75
2574,1961.666,0,H,M,0,18.167
2574,1979.833,18.167,M,K,18.167,22.667
2574,1984.331,22.665,K,cens,22.667,36.583
2579,1968.085,0,H,M,0,20.083
2579,1988.164,20.079,M,K,20.083,22.083
2579,1990.162,22.077,K,cens,22.083,30.167
2617,1952.164,0,H,M,0,23.917
2617,1976.085,23.921,M,C,23.917,31
2617,1983.162,30.998,C,M,31,34.25
2617,1986.414,34.25,M,cens,34.25,46.25
2620,1977.666,0,H,A,0,18.75
2620,1996.415,18.75,A,cens,18.75,20.667
2622,1955.581,0,H,A,0,16
2622,1971.581,16,A,C,16,17.833
2622,1973.414,17.833,C,A,17.833,28.5
2622,1984.085,28.504,A,K,28.5,35
2622,1990.581,35,K,cens,35,42.583
2659,1952.915,0,H,M,0,24.417
2659,1977.329,24.413,M,K,24.417,27.167
2659,1980.085,27.169,K,cens,27.167,45.25
2676,1961,0,H,M,0,19.917
2676,1980.915,19.915,M,K,19.917,24.667
2676,1985.666,24.666,K,cens,24.667,37.333
2686,1954.748,0,H,M,0,20.167
2686,1974.915,20.167,M,K,20.167,22.083
2686,1976.833,22.085,K,cens,22.083,43.667
2691,1945.915,0,H,M,0,21.667
2691,1967.581,21.666,M,K,21.667,31
2691,1976.915,31,K,cens,31,52.333
2701,1958.496,0,H,M,0,17.5
2701,1976,17.504,M,K,17.5,23.833
2701,1982.329,23.833,K,cens,23.833,39.75
2702,1959.581,0,H,C,0,19.417
2702,1979,19.419,C,M,19.417,19.833
2702,1979.414,19.833,M,K,19.833,23.917
2702,1983.496,23.915,K,cens,23.917,38.583
2727,1964.415,0,H,A,0,21.167
2727,1985.581,21.166,A,C,21.167,32.917
2727,1997.329,32.913,C,cens,32.917,33.75
2731,1956.582,0,H,C,0,22.833
2731,1979.414,22.832,C,M,22.833,25.25
2731,1981.833,25.251,M,K,25.25,29.25
2731,1985.833,29.251,K,cens,29.25,41.75
2738,1962.581,0,H,A,0,18
2738,1980.582,18.001,A,C,18,27.5
2738,1990.085,27.504,C,M,27.5,29.083
2738,1991.666,29.085,M,K,29.083,30.583
2738,1993.162,30.581,K,cens,30.583,35.583
2759,1954.748,0,H,M,0,22.583
2759,1977.329,22.581,M,A,22.583,26.917
2759,1981.666,26.918,A,C,26.917,31.5
2759,1986.247,31.499,C,M,31.5,33.667
2759,1988.415,33.667,M,K,33.667,35.083
2759,1989.833,35.085,K,cens,35.083,43.583
2765,1962.833,0,H,M,0,21.417
2765,1984.249,21.416,M,K,21.417,22.75
2765,1985.581,22.748,K,cens,22.75,35.583
2767,1955.833,0,H,M,0,20.917
2767,1976.749,20.916,M,K,20.917,31.167
2767,1987,31.167,K,cens,31.167,42.5
2769,1966.162,0,H,M,0,27.25
2769,1993.414,27.252,M,K,27.25,31.25
2769,1997.414,31.252,K,cens,31.25,32.25
2774,1959.666,0,H,C,0,22.667
2774,1982.329,22.663,C,M,22.667,29.75
2774,1989.414,29.748,M,K,29.75,34
2774,1993.666,34,K,cens,34,38.667
2787,1960,0,H,M,0,22.667
2787,1982.666,22.666,M,K,22.667,25.333
2787,1985.329,25.329,K,cens,25.333,38.333
2788,1976.331,0,H,C,0,21.083
2788,1997.414,21.083,C,cens,21.083,22.083
2798,1955.915,0,H,M,0,23.917
2798,1979.833,23.918,M,K,23.917,28.083
2798,1984,28.085,K,cens,28.083,42.5
2806,1969.496,0,H,C,0,19.667
2806,1989.162,19.666,C,M,19.667,21.917
2806,1991.414,21.918,M,K,21.917,23.5
2806,1993,23.504,K,cens,23.5,28.917
2816,1945.247,0,H,M,0,21.25
2816,1966.496,21.249,M,K,21.25,23.417
2816,1968.667,23.42,K,cens,23.417,53.167
2820,1949.085,0,H,M,0,22.75
2820,1971.833,22.748,M,K,22.75,26.083
2820,1975.162,26.077,K,cens,26.083,49.25
2826,1970.329,0,H,cens,0,27.917
2831,1979.666,0,H,cens,0,18.667
2833,1951.329,0,H,M,0,20.583
2833,1971.915,20.586,M,K,20.583,22.333
2833,1973.666,22.337,K,cens,22.333,47.167
2863,1968,0,H,M,0,21.833
2863,1989.833,21.833,M,K,21.833,23.25
2863,1991.247,23.247,K,cens,23.25,30.167
2874,1955.085,0,H,M,0,31.417
2874,1986.496,31.411,M,K,31.417,33.583
2874,1988.667,33.582,K,cens,33.583,43.333
2883,1946.581,0,H,A,0,26.417
2883,1973,26.419,A,C,26.417,27.5
2883,1974.085,27.504,C,M,27.5,27.75
2883,1974.329,27.748,M,K,27.75,31
2883,1977.581,31,K,cens,31,51.833
2886,1977.748,0,H,cens,0,20.667
2892,1965.414,0,H,C,0,22.917
2892,1988.331,22.917,C,K,22.917,27.75
2892,1993.162,27.748,K,cens,27.75,33
2894,1950.748,0,H,M,0,20.75
2894,1971.496,20.748,M,K,20.75,21.083
2894,1971.833,21.085,K,cens,21.083,47.583
2897,1957.247,0,H,M,0,22.667
2897,1979.915,22.668,M,K,22.667,26.333
2897,1983.581,26.334,K,cens,26.333,41.083
2906,1946.748,0,H,M,0,23.167
2906,1969.915,23.167,M,K,23.167,26.333
2906,1973.085,26.337,K,cens,26.333,51.667
2923,1955.915,0,H,M,0,19
2923,1974.915,19,M,K,19,22.5
2923,1978.414,22.499,K,cens,22.5,42.25
2936,1946.162,0,H,M,0,20.083
2936,1966.247,20.085,M,K,20.083,20.833
2936,1967,20.838,K,cens,20.833,52.167
2952,1971.748,0,H,A,0,19.833
2952,1991.581,19.833,A,C,19.833,23.25
2952,1995,23.252,C,cens,23.25,26.417
2964,1976.667,0,H,cens,0,21.583
2970,1954.329,0,H,M,0,21.25
2970,1975.581,21.252,M,K,21.25,22.75
2970,1977.085,22.756,K,cens,22.75,44.167
2988,1960.667,0,H,A,0,18.75
2988,1979.414,18.747,A,C,18.75,26.583
2988,1987.247,26.58,C,A,26.583,31.583
2988,1992.249,31.582,A,cens,31.583,37.583
2990,1960.497,0,H,M,0,22.167
2990,1982.666,22.168,M,K,22.167,27.5
2990,1988,27.503,K,cens,27.5,37.833
3001,1969,0,H,A,0,20.5
3001,1989.496,20.496,A,M,20.5,29
3001,1998,29,M,cens,29,29.417
3028,1962.414,0,H,M,0,21.333
3028,1983.748,21.334,M,K,21.333,22.75
3028,1985.162,22.748,K,cens,22.75,36
3037,1966.085,0,H,M,0,26.333
3037,1992.415,26.33,M,K,26.333,28.25
3037,1994.329,28.244,K,cens,28.25,32.083
3052,1958.162,0,H,M,0,19.5
3052,1977.666,19.504,M,K,19.5,23.167
3052,1981.329,23.167,K,cens,23.167,40.25
3069,1958.581,0,H,A,0,18.083
3069,1976.667,18.086,A,M,18.083,21.25
3069,1979.833,21.252,M,K,21.25,22.583
3069,1981.162,22.581,K,cens,22.583,39.583
3077,1962.666,0,H,A,0,20.75
3077,1983.414,20.748,A,C,20.75,22
3077,1984.667,22.001,C,M,22,29.083
3077,1991.748,29.082,M,K,29.083,29.583
3077,1992.249,29.583,K,cens,29.583,35.5
3079,1978.915,0,H,C,0,19.25
3079,1998.162,19.247,C,cens,19.25,19.417
3101,1950.162,0,H,M,0,22.5
3101,1972.667,22.505,M,K,22.5,23.667
3101,1973.833,23.671,K,cens,23.667,48.167
3105,1949,0,H,A,0,23.417
3105,1972.415,23.415,A,M,23.417,26
3105,1975,26,M,K,26,30
3105,1979,30,K,cens,30,49.167
3106,1978.833,0,H,cens,0,19.5
3123,1954.247,0,H,M,0,16.583
3123,1970.833,16.586,M,K,16.583,17.083
3123,1971.329,17.082,K,cens,17.083,44.167
3154,1960.249,0,H,M,0,21.917
3154,1982.162,21.913,M,cens,21.917,37.917
3173,1959.414,0,H,A,0,18.167
3173,1977.581,18.167,A,C,18.167,24
3173,1983.414,24,C,M,24,29.167
3173,1988.582,29.168,M,K,29.167,30.083
3173,1989.496,30.082,K,cens,30.083,39
3178,1955.915,0,H,A,0,19.5
3178,1975.414,19.499,A,C,19.5,21.167
3178,1977.085,21.17,C,M,21.167,27
3178,1982.915,27,M,K,27,30.667
3178,1986.581,30.666,K,cens,30.667,42.417
3183,1962,0,H,M,0,25.333
3183,1987.329,25.329,M,K,25.333,29.333
3183,1991.329,29.329,K,cens,29.333,36.25
3204,1962.915,0,H,A,0,18.75
3204,1981.666,18.751,A,C,18.75,22.167
3204,1985.085,22.17,C,A,22.167,22.75
3204,1985.666,22.751,A,C,22.75,28.75
3204,1991.666,28.751,C,M,28.75,30.833
3204,1993.748,30.833,M,K,30.833,34.583
3204,1997.496,34.581,K,cens,34.583,35.417
3211,1968.164,0,H,A,0,17.833
3211,1986,17.836,A,cens,17.833,30.25
3216,1966.666,0,H,A,0,20.75
3216,1987.414,20.748,A,C,20.75,21.833
3216,1988.497,21.832,C,M,21.833,26
3216,1992.667,26.001,M,K,26,27.75
3216,1994.414,27.748,K,cens,27.75,31.5
3224,1952.667,0,H,A,0,18
3224,1970.666,17.999,A,M,18,21.5
3224,1974.162,21.495,M,K,21.5,23.75
3224,1976.415,23.749,K,cens,23.75,45.667
3230,1949.666,0,H,A,0,25.75
3230,1975.414,25.748,A,M,25.75,30.25
3230,1979.915,30.249,M,cens,30.25,48.5
3231,1956.497,0,H,M,0,21.417
3231,1977.915,21.418,M,K,21.417,23.5
3231,1980,23.503,K,cens,23.5,41.667
3259,1960.667,0,H,A,0,20.917
3259,1981.581,20.914,A,C,20.917,32.583
3259,1993.247,32.58,C,M,32.583,34.833
3259,1995.496,34.829,M,cens,34.833,37.75
3269,1973.329,0,H,A,0,25.083
3269,1998.414,25.085,A,cens,25.083,25.167
3274,1965,0,H,M,0,23.333
3274,1988.331,23.331,M,K,23.333,29.5
3274,1994.496,29.496,K,cens,29.5,33.333
3277,1965.833,0,H,A,0,20.5
3277,1986.329,20.496,A,C,20.5,23.75
3277,1989.581,23.748,C,M,23.75,26.5
3277,1992.331,26.498,M,cens,26.5,32.333
3279,1966.833,0,H,C,0,26.083
3279,1992.915,26.082,C,A,26.083,28.917
3279,1995.748,28.915,A,cens,28.917,31.583
3285,1950.162,0,H,A,0,18.417
3285,1968.582,18.42,A,M,18.417,22.417
3285,1972.582,22.42,M,K,22.417,27.333
3285,1977.496,27.334,K,cens,27.333,48.167
3287,1969.581,0,H,A,0,23.5
3287,1993.085,23.504,A,cens,23.5,28.75
3300,1961.496,0,H,C,0,23.583
3300,1985.085,23.589,C,M,23.583,24.25
3300,1985.748,24.252,M,K,24.25,27.667
3300,1989.162,27.666,K,cens,27.667,36.667
3305,1969.329,0,H,A,0,19.25
3305,1988.582,19.253,A,C,19.25,22.083
3305,1991.414,22.085,C,A,22.083,23.667
3305,1993,23.671,A,C,23.667,25.167
3305,1994.496,25.167,C,cens,25.167,29.083
3319,1969.748,0,H,C,0,24.25
3319,1994,24.252,C,cens,24.25,28.417
3370,1960.915,0,H,M,0,25.583
3370,1986.496,25.581,M,K,25.583,31.667
3370,1992.582,31.667,K,cens,31.667,37.333
3377,1974.833,0,H,A,0,18.917
3377,1993.748,18.915,A,cens,18.917,23.417
3381,1958.581,0,H,M,0,27.917
3381,1986.496,27.915,M,K,27.917,30.167
3381,1988.749,30.168,K,cens,30.167,39.75
3401,1956.497,0,H,A,0,17.917
3401,1974.414,17.916,A,M,17.917,22.583
3401,1979.085,22.588,M,K,22.583,27.25
3401,1983.748,27.251,K,cens,27.25,41.917
3422,1973.414,0,H,cens,0,24.833
3426,1952.915,0,H,M,0,18.917
3426,1971.833,18.918,M,K,18.917,19.333
3426,1972.249,19.333,K,cens,19.333,45.25
3438,1970,0,H,M,0,21.417
3438,1991.414,21.414,M,K,21.417,26
3438,1996,26,K,cens,26,28.333
3445,1947.414,0,H,M,0,21.25
3445,1968.667,21.253,M,K,21.25,24.5
3445,1971.915,24.501,K,cens,24.5,50.75
3448,1964.331,0,H,M,0,20.417
3448,1984.749,20.418,M,K,20.417,29.5
3448,1993.833,29.502,K,cens,29.5,33.833
3449,1960.164,0,H,M,0,22.583
3449,1982.748,22.584,M,K,22.583,30.333
3449,1990.496,30.332,K,cens,30.333,38.25
3454,1956.249,0,H,A,0,18.583
3454,1974.833,18.584,A,M,18.583,20.083
3454,1976.331,20.082,M,K,20.083,23.917
3454,1980.164,23.915,K,cens,23.917,42
3466,1973.496,0,H,A,0,18.167
3466,1991.666,18.17,A,C,18.167,23.083
3466,1996.582,23.086,C,cens,23.083,24.917
3475,1947.915,0,H,A,0,22
3475,1969.915,22,A,M,22,23.5
3475,1971.414,23.499,M,K,23.5,25.833
3475,1973.748,25.833,K,cens,25.833,50.25
3478,1964.164,0,H,A,0,23.583
3478,1987.748,23.584,A,C,23.583,27.25
3478,1991.414,27.25,C,A,27.25,31.667
3478,1995.833,31.669,A,C,31.667,33.25
3478,1997.414,33.25,C,cens,33.25,34.083
3481,1966.666,0,H,M,0,21.833
3481,1988.497,21.832,M,K,21.833,28.25
3481,1994.915,28.249,K,cens,28.25,31.667
3512,1964.249,0,H,A,0,19.167
3512,1983.414,19.165,A,C,19.167,23.167
3512,1987.414,23.165,C,A,23.167,28.167
3512,1992.415,28.167,A,C,28.167,30.25
3512,1994.496,30.247,C,M,30.25,31.667
3512,1995.915,31.666,M,cens,31.667,33.917
3523,1962.915,0,H,M,0,20.333
3523,1983.247,20.332,M,K,20.333,26.083
3523,1989,26.085,K,cens,26.083,35.333
3546,1955.414,0,H,M,0,19
3546,1974.414,19,M,K,19,19.417
3546,1974.833,19.419,K,cens,19.417,42.75
3577,1960,0,H,C,0,23
3577,1983,23,C,M,23,23.083
3577,1983.085,23.085,M,K,23.083,27.083
3577,1987.085,27.085,K,cens,27.083,38.333
3578,1954.496,0,H,M,0,17.667
3578,1972.164,17.668,M,K,17.667,26.167
3578,1980.667,26.171,K,cens,26.167,43.833
3593,1954.162,0,H,A,0,20.5
3593,1974.666,20.504,A,M,20.5,26.583
3593,1980.749,26.587,M,K,26.583,30.75
3593,1984.915,30.754,K,cens,30.75,44.25
3594,1964.582,0,H,C,0,18.833
3594,1983.414,18.832,C,M,18.833,26.833
3594,1991.414,26.832,M,K,26.833,27.083
3594,1991.666,27.084,K,cens,27.083,33.75
3598,1979.748,0,H,cens,0,18.417
3610,1950.581,0,H,A,0,17
3610,1967.581,17,A,M,17,23.75
3610,1974.329,23.748,M,K,23.75,27
3610,1977.581,27,K,cens,27,47.75
3613,1969.496,0,H,A,0,17.917
3613,1987.414,17.918,A,C,17.917,22.75
3613,1992.249,22.753,C,A,22.75,27.667
3613,1997.162,27.666,A,cens,27.667,28.667
3617,1959.496,0,H,C,0,27.667
3617,1987.162,27.666,C,M,27.667,33.083
3617,1992.582,33.086,M,K,33.083,33.333
3617,1992.833,33.337,K,cens,33.333,38.75
3644,1978.666,0,H,A,0,19.333
3644,1998,19.334,A,cens,19.333,19.667
3660,1947.162,0,H,M,0,18.667
3660,1965.833,18.671,M,K,18.667,20.167
3660,1967.329,20.167,K,cens,20.167,51.167
3663,1957.085,0,H,M,0,20.833
3663,1977.915,20.83,M,K,20.833,25.417
3663,1982.496,25.411,K,cens,25.417,41.25
3664,1945.247,0,H,M,0,20.583
3664,1965.833,20.586,M,cens,20.583,53.167
3676,1945.162,0,H,M,0,22.333
3676,1967.496,22.334,M,K,22.333,25.583
3676,1970.748,25.586,K,cens,25.583,53.167
3693,1958.162,0,H,M,0,18.25
3693,1976.415,18.254,M,K,18.25,28.833
3693,1987,28.838,K,cens,28.833,40.167
3695,1963.581,0,H,M,0,19.75
3695,1983.329,19.748,M,K,19.75,24.25
3695,1987.833,24.252,K,cens,24.25,34.833
3714,1967.496,0,H,A,0,24
3714,1991.496,24,A,C,24,26.833
3714,1994.329,26.833,C,M,26.833,29.083
3714,1996.582,29.086,M,K,29.083,30.5
3714,1998,30.504,K,cens,30.5,30.75
3722,1950.329,0,H,A,0,21.083
3722,1971.414,21.085,A,M,21.083,24.083
3722,1974.414,24.085,M,K,24.083,26.75
3722,1977.085,26.756,K,cens,26.75,48.167
3730,1961,0,H,M,0,29.667
3730,1990.666,29.666,M,cens,29.667,37.25
3731,1945.329,0,H,M,0,20.083
3731,1965.414,20.085,M,K,20.083,22.167
3731,1967.496,22.167,K,cens,22.167,53.167
3736,1972.497,0,H,C,0,23.667
3736,1996.164,23.667,C,M,23.667,25
3736,1997.496,24.999,M,K,25,25.417
3736,1997.915,25.418,K,cens,25.417,25.667
3741,1947.496,0,H,M,0,23.417
3741,1970.915,23.419,M,K,23.417,25.75
3741,1973.247,25.751,K,cens,25.75,50.917
3745,1977.085,0,H,cens,0,21.25
3753,1979.496,0,H,cens,0,18.667
3754,1965.915,0,H,M,0,23.667
3754,1989.581,23.666,M,K,23.667,28.25
3754,1994.162,28.247,K,cens,28.25,32.25
3769,1956,0,H,A,0,19.583
3769,1975.581,19.581,A,M,19.583,20.417
3769,1976.415,20.415,M,K,20.417,23
3769,1979,23,K,cens,23,42.417
3778,1953.496,0,H,A,0,18.167
3778,1971.666,18.17,A,M,18.167,23.583
3778,1977.085,23.589,M,K,23.583,29.583
3778,1983.085,29.589,K,cens,29.583,44.917
3833,1957.748,0,H,C,0,19.917
3833,1977.666,19.918,C,A,19.917,21.667
3833,1979.414,21.666,A,C,21.667,22.917
3833,1980.667,22.919,C,M,22.917,25.083
3833,1982.833,25.085,M,K,25.083,28.25
3833,1986,28.252,K,cens,28.25,40.583
3841,1954.085,0,H,A,0,28.833
3841,1982.915,28.83,A,C,28.833,34.25
3841,1988.331,34.246,C,cens,34.25,44.25
3869,1965.915,0,H,A,0,20.75
3869,1986.666,20.751,A,C,20.75,21.75
3869,1987.666,21.751,C,A,21.75,23.5
3869,1989.414,23.499,A,C,23.5,25.25
3869,1991.162,25.247,C,M,25.25,25.5
3869,1991.414,25.499,M,K,25.5,25.667
3869,1991.581,25.666,K,cens,25.667,32.333
3885,1970.833,0,H,A,0,20.417
3885,1991.247,20.414,A,cens,20.417,27.583
3889,1965.329,0,H,M,0,23.333
3889,1988.667,23.338,M,K,23.333,26.417
3889,1991.748,26.419,K,cens,26.417,33.083
3907,1950.666,0,H,A,0,21
3907,1971.666,21,A,M,21,22.25
3907,1972.915,22.25,M,K,22.25,23
3907,1973.666,23,K,cens,23,47.583
3926,1975,0,H,A,0,22.333
3926,1997.329,22.329,A,cens,22.333,23.417
4005,1979.085,0,H,cens,0,19.333
4007,1957.329,0,H,C,0,20.833
4007,1978.162,20.833,C,A,20.833,25
4007,1982.329,25,A,K,25,33.75
4007,1991.085,33.756,K,cens,33.75,41
4017,1961.915,0,H,C,0,31.5
4017,1993.414,31.499,C,M,31.5,33.083
4017,1995,33.085,M,K,33.083,34.5
4017,1996.415,34.5,K,cens,34.5,36.5
4019,1964.415,0,H,C,0,24
4019,1988.415,24,C,M,24,29.917
4019,1994.329,29.913,M,A,29.917,30.25
4019,1994.666,30.25,A,cens,30.25,33.75
4030,1949.085,0,H,M,0,22.75
4030,1971.833,22.748,M,K,22.75,24.083
4030,1973.162,24.077,K,cens,24.083,49.167
4032,1971.581,0,H,C,0,25.917
4032,1997.496,25.915,C,cens,25.917,26.583
4047,1953.414,0,H,M,0,23.25
4047,1976.667,23.253,M,cens,23.25,44.833
4049,1971.162,0,H,cens,0,27.083
4062,1961.748,0,H,M,0,20.417
4062,1982.162,20.414,M,A,20.417,22.417
4062,1984.164,22.416,A,C,22.417,24.917
4062,1986.666,24.918,C,M,24.917,27.917
4062,1989.666,27.918,M,K,27.917,28.667
4062,1990.414,28.666,K,cens,28.667,36.583
4076,1958.247,0,H,M,0,21
4076,1979.247,21,M,K,21,26
4076,1984.249,26.002,K,cens,26,39.917
4083,1961.666,0,H,C,0,19.083
4083,1980.749,19.083,C,K,19.083,20.667
4083,1982.329,20.663,K,cens,20.667,36.583
4107,1973.748,0,H,C,0,23.167
4107,1996.915,23.167,C,cens,23.167,24.583
4111,1952,0,H,A,0,18.667
4111,1970.666,18.666,A,C,18.667,22.417
4111,1974.414,22.414,C,A,22.417,24.417
4111,1976.415,24.415,A,C,24.417,26.417
4111,1978.414,26.414,C,M,26.417,35.167
4111,1987.162,35.162,M,A,35.167,41.917
4111,1993.915,41.915,A,cens,41.917,46.333
4114,1958.915,0,H,C,0,23.667
4114,1982.581,23.666,C,cens,23.667,39.333
4120,1979.666,0,H,cens,0,18.667
4133,1957.162,0,H,A,0,18
4133,1975.162,18,A,M,18,22.75
4133,1979.915,22.753,M,K,22.75,27
4133,1984.164,27.002,K,cens,27,41.167
4141,1950.414,0,H,M,0,21.833
4141,1972.249,21.835,M,K,21.833,24.583
4141,1975,24.586,K,cens,24.583,47.75
4142,1964.749,0,H,C,0,19.667
4142,1984.415,19.667,C,M,19.667,21.5
4142,1986.247,21.498,M,K,21.5,22.167
4142,1986.915,22.166,K,cens,22.167,33.417
4152,1957.085,0,H,A,0,18.5
4152,1975.581,18.496,A,C,18.5,19.333
4152,1976.415,19.33,C,M,19.333,29.167
4152,1986.247,29.162,M,K,29.167,31
4152,1988.085,31,K,cens,31,41.25
4171,1965.085,0,H,A,0,25
4171,1990.085,25,A,cens,25,33.333
4172,1978.748,0,H,cens,0,19.5
4174,1955.414,0,H,M,0,22.333
4174,1977.748,22.334,M,K,22.333,25.417
4174,1980.833,25.42,K,cens,25.417,42.833
4184,1969.581,0,H,C,0,22
4184,1991.581,22,C,A,22,23
4184,1992.582,23.001,A,C,23,25.083
4184,1994.666,25.085,C,cens,25.083,28.75
4196,1949,0,H,M,0,23.583
4196,1972.582,23.582,M,K,23.583,26.25
4196,1975.247,26.247,K,cens,26.25,49.25
4204,1961.414,0,H,M,0,22.583
4204,1984,22.586,M,cens,22.583,36.833
4248,1967.085,0,H,C,0,18.333
4248,1985.414,18.329,C,M,18.333,19.167
4248,1986.247,19.162,M,A,19.167,26.25
